Accesion	Lineages	Sublineage 
MT119622.1	LineageIV	None
MT119621.1	LineageIV	None
MT119620.1	LineageIV	None
MT119619.1	LineageIV	None
MT119618.1	LineageIV	None
MT119617.1	LineageIV	None
MT119616.1	LineageIV	None
MT119615.1	LineageIV	None
MT119614.1	LineageIV	None
MT119613.1	LineageIV	None
MT119612.1	LineageIV	None
MT119611.1	LineageIV	None
MT119610.1	LineageIV	None
MT119609.1	LineageIV	None
MT119608.1	LineageIV	None
MT119607.1	LineageIV	None
MT119606.1	LineageIV	None
MT119605.1	LineageIV	None
MT119604.1	LineageIV	None
MT119603.1	LineageIV	None
MT119602.1	LineageIV	None
MT119601.1	LineageIV	None
MT119600.1	LineageIV	None
MT119599.1	LineageIV	None
MT119598.1	LineageIV	None
MT119597.1	LineageIV	None
MT119596.1	LineageIV	None
MT119595.1	LineageIV	None
MT119594.1	LineageIV	None
MT119593.1	LineageIV	None
MT119592.1	LineageIV	None
MT119591.1	LineageIV	None
MT119590.1	LineageIV	None
MT119589.1	LineageIV	None
MT119588.1	LineageIV	None
MT119587.1	LineageIV	None
MT119586.1	LineageIV	None
MT119585.1	LineageIV	None
MT119584.1	LineageIV	None
MT119583.1	LineageIV	None
MT119582.1	LineageIV	None
MT119581.1	LineageIV	None
MT119580.1	LineageIV	None
MT119579.1	LineageIV	None
MT119578.1	LineageIV	None
MT119577.1	LineageIV	None
MT119576.1	LineageIV	None
MT119575.1	LineageIV	None
MT119574.1	LineageIV	None
MT119573.1	LineageIV	None
MT119572.1	LineageIV	None
MT119571.1	LineageIV	None
MT119570.1	LineageIV	None
MT119569.1	LineageIV	None
MT119568.1	LineageIV	None
MT119567.1	LineageIV	None
MT119566.1	LineageIV	None
MT119565.1	LineageIV	None
MT119564.1	LineageIV	None
MT119563.1	LineageIV	None
MT119562.1	LineageIV	None
MT119561.1	LineageIV	None
MT119560.1	LineageIV	None
MT119559.1	LineageIV	None
MT119558.1	LineageIV	None
MT119557.1	LineageIV	None
MT119556.1	LineageIV	None
MT119555.1	LineageIV	None
MT119554.1	LineageIV	None
MT119553.1	LineageIV	None
MT119552.1	LineageIV	None
MT119551.1	LineageIV	None
MT119550.1	LineageIV	None
MT119549.1	LineageIV	None
MT119548.1	LineageIV	None
MT119547.1	LineageIV	None
MT119546.1	LineageIV	None
MT119545.1	LineageIV	None
MT119544.1	LineageIV	None
MT119542.1	LineageIV	None
MT119541.1	LineageIV	None
MT119540.1	LineageIV	None
MT119539.1	LineageIV	None
MT119538.1	LineageIV	None
MT119537.1	LineageIV	None
MT119536.1	LineageIV	None
MT119534.1	LineageIV	None
MT119533.1	LineageIV	None
MT119531.1	LineageIV	None
MT119530.1	LineageIV	None
MT119529.1	LineageIV	None
MT119528.1	LineageIV	None
MT119527.1	LineageIV	None
MT119526.1	LineageIV	None
MT119525.1	LineageIV	None
MT119524.1	LineageIV	None
MT119523.1	LineageIV	None
MT119522.1	LineageIV	None
MT119521.1	LineageIV	None
MT119520.1	LineageIV	None
MT119519.1	LineageIV	None
MT119518.1	LineageIV	None
MT119517.1	LineageIV	None
MT119516.1	LineageIV	None
MT119515.1	LineageIV	None
MT119514.1	LineageIV	None
MT119513.1	LineageIV	None
MT119512.1	LineageIV	None
MT119511.1	LineageIV	None
MT119510.1	LineageIV	None
MT119509.1	LineageIV	None
MT119508.1	LineageIV	None
MT119507.1	LineageIV	None
MT119506.1	LineageIV	None
MT119505.1	LineageIV	None
MT119504.1	LineageIV	None
MT119503.1	LineageIV	None
MT119501.1	LineageIV	None
MT119500.1	LineageIV	None
MT119499.1	LineageIV	None
MT119498.1	LineageIV	None
MT119497.1	LineageIV	None
MT119496.1	LineageIV	None
MT119495.1	LineageIV	None
MT119494.1	LineageIV	None
MT119493.1	LineageIV	None
MT119492.1	LineageIV	None
MT119491.1	LineageIV	None
MT119490.1	LineageIV	None
MT119489.1	LineageIV	None
MT119488.1	LineageIV	None
MT119487.1	LineageIV	None
MT119486.1	LineageIV	None
MT119485.1	LineageIV	None
MT119484.1	LineageIV	None
MT119483.1	LineageIV	None
MT119482.1	LineageIV	None
MT119481.1	LineageIV	None
MT119480.1	LineageIV	None
MT119479.1	LineageIV	None
MT119478.1	LineageIV	None
MT119477.1	LineageIV	None
MT119476.1	LineageIV	None
MT119475.1	LineageIV	None
MT119474.1	LineageIV	None
MT119473.1	LineageIV	None
MT119472.1	LineageIV	None
MT119471.1	LineageIV	None
MT119470.1	LineageIV	None
MT119469.1	LineageIV	None
MT119468.1	LineageIV	None
MT119467.1	LineageIV	None
MT119466.1	LineageIV	None
MT119465.1	LineageIV	None
MT119464.1	LineageIV	None
MT119463.1	LineageIV	None
MN123696.1	LineageIV	None
MN123695.1	LineageIV	None
MN123694.1	LineageIV	None
MN123693.1	LineageIV	None
MN123692.1	LineageIV	None
MN123691.1	LineageIV	None
MN123690.1	LineageIV	None
MN123689.1	LineageIV	None
MN123688.1	LineageIV	None
MN123687.1	LineageIV	None
MN123686.1	LineageIV	None
MN123685.1	LineageIV	None
MN123684.1	LineageIV	None
MN123683.1	LineageIV	None
MN123682.1	LineageIV	None
MN123681.1	LineageIV	None
MN123680.1	LineageIV	None
MN123679.1	LineageIV	None
MN123678.1	LineageIV	None
MN123677.1	LineageIV	None
MN123676.1	LineageIV	None
MN123675.1	LineageIV	None
MN123674.1	LineageIV	None
MN123673.1	LineageIV	None
MN123672.1	LineageIV	None
MN123671.1	LineageIV	None
MN123670.1	LineageIV	None
MN123669.1	LineageIV	None
MN123668.1	LineageIV	None
MN123667.1	LineageIV	None
MN123666.1	LineageIV	None
MN123665.1	LineageIV	None
MN123664.1	LineageIV	None
MN123663.1	LineageIV	None
MN123662.1	LineageIV	None
MN123661.1	LineageIV	None
MN123660.1	LineageIV	None
MN123659.1	LineageIV	None
MN123658.1	LineageIV	None
MN123657.1	LineageIV	None
MN123656.1	LineageIV	None
MN123655.1	LineageIV	None
MN123654.1	LineageIV	None
MN123653.1	LineageIV	None
MN123652.1	LineageIV	None
MN123651.1	LineageIV	None
MH732640.1	LineageIV	None
MH732639.1	LineageIV	None
MH732638.1	LineageIV	None
MH732637.1	LineageIV	None
MH732636.1	LineageIV	None
MH732635.1	LineageIV	None
MH732634.1	LineageIV	None
MH732633.1	LineageIV	None
MH732632.1	LineageIV	None
MH732631.1	LineageIV	None
MH732630.1	LineageIV	None
MH732629.1	LineageIV	None
MH732628.1	LineageIV	None
MH732627.1	LineageIV	None
MH732626.1	LineageIV	None
MH732625.1	LineageIV	None
MH732624.1	LineageIV	None
MH732623.1	LineageIV	None
KP339133.1	LineageIV	None
KP339132.1	LineageIV	None
KP339131.1	LineageIV	None
KP339130.1	LineageIV	None
KP339129.1	LineageIV	None
KP339128.1	LineageIV	None
KP339127.1	LineageIV	None
KP339126.1	LineageIV	None
KP339125.1	LineageIV	None
KP339124.1	LineageIV	None
KP339123.1	LineageIV	None
KP339122.1	LineageIV	None
KP339121.1	LineageIV	None
KP339120.1	LineageIV	None
KP339119.1	LineageIV	None
KP339118.1	LineageIV	None
KP339117.1	LineageIV	None
KP339116.1	LineageIV	None
KP339115.1	LineageIV	None
KP339114.1	LineageIV	None
KP339113.1	LineageIV	None
KP339112.1	LineageIV	None
KP339111.1	LineageIV	None
KP339110.1	LineageIV	None
KP339109.1	LineageIV	None
KP339108.1	LineageIV	None
KP339107.1	LineageIV	None
KP339106.1	LineageIV	None
KP339105.1	LineageIV	None
KP339104.1	LineageIV	None
KP339103.1	LineageIV	None
KP339102.1	LineageIV	None
KP339101.1	LineageIV	None
KP339100.1	LineageIV	None
KP339099.1	LineageIV	None
KP339098.1	LineageIV	None
KP339097.1	LineageIV	None
KP339096.1	LineageIV	None
KP339095.1	LineageIV	None
KP339094.1	LineageIV	None
KP339093.1	LineageIV	None
KP339092.1	LineageIV	None
KP339091.1	LineageIV	None
KP339090.1	LineageIV	None
KP339089.1	LineageIV	None
KP339088.1	LineageIV	None
KP339087.1	LineageIV	None
KP339086.1	LineageIV	None
KP339085.1	LineageIV	None
KP339084.1	LineageIV	None
KP339083.1	LineageIV	None
KP339082.1	LineageIV	None
KP339081.1	LineageIV	None
KP339080.1	LineageIV	None
KP339079.1	LineageIV	None
KP339078.1	LineageIV	None
KP339077.1	LineageIV	None
KP339076.1	LineageIV	None
KP339075.1	LineageIV	None
KP339074.1	LineageIV	None
KP339073.1	LineageIV	None
KP339072.1	LineageIV	None
KP339071.1	LineageIV	None
KP339070.1	LineageIV	None
KP339069.1	LineageIV	None
KP339068.1	LineageIV	None
KP339067.1	LineageIV	None
KP339066.1	LineageIV	None
KP339065.1	LineageIV	None
KP339064.1	LineageIV	None
KP339063.1	LineageIV	None
KP339062.1	LineageIV	None
KP339061.1	LineageIV	None
KP339060.1	LineageIV	None
KP339059.1	LineageIV	None
KP339058.1	LineageIV	None
KP339057.1	LineageIV	None
KP339056.1	LineageIV	None
KP339055.1	LineageIV	None
KP339054.1	LineageIV	None
KP339053.1	LineageIV	None
KP339052.1	LineageIV	None
KP339051.1	LineageIV	None
KP339050.1	LineageIV	None
GU979508.1	LineageIV	None
GU830843.1	LineageIV	None
GU830842.1	LineageIV	None
GU830841.1	LineageIV	None
GU830840.1	LineageIV	None
GU830838.1	LineageIV	None
GU830837.1	LineageIV	None
GU830836.1	LineageIV	None
GU830835.1	LineageIV	None
GU830834.1	LineageIV	None
GU830833.1	LineageIV	None
GU830832.1	LineageIV	None
GU830831.1	LineageIV	None
GU830830.1	LineageIV	None
GU830829.1	LineageIV	None
GU830828.1	LineageIV	None
GU830827.1	LineageIV	None
GU830826.1	LineageIV	None
GU830825.1	LineageIV	None
GU830824.1	LineageIV	None
GU830823.1	LineageIV	None
GU830822.1	LineageIV	None
GU830821.1	LineageIV	None
GU830820.1	LineageIV	None
GU830819.1	LineageIV	None
GU830818.1	LineageIV	None
GU830817.1	LineageIV	None
GU830816.1	LineageIV	None
GU830815.1	LineageIV	None
GU830814.1	LineageIV	None
GU830813.1	LineageIV	None
GU830812.1	LineageIV	None
DQ832699.1	LineageIV	None
DQ832698.1	LineageIV	None
DQ832697.1	LineageIV	None
DQ832696.1	LineageIV	None
DQ832695.1	LineageIV	None
DQ832694.1	LineageIV	None
DQ832693.1	LineageIV	None
DQ832692.1	LineageIV	None
DQ832691.1	LineageIV	None
DQ832690.1	LineageIV	None
DQ832689.1	LineageIV	None
DQ832688.1	LineageIV	None
DQ832687.1	LineageIV	None
DQ832686.1	LineageIV	None
DQ832685.1	LineageIV	None
DQ832684.1	LineageIV	None
DQ832683.1	LineageIV	None
DQ832682.1	LineageIV	None
DQ832681.1	LineageIV	None
DQ832680.1	LineageIV	None
DQ832679.1	LineageIV	None
DQ832678.1	LineageIV	None
DQ832677.1	LineageIV	None
DQ832676.1	LineageIV	None
DQ832675.1	LineageIV	None
DQ832674.1	LineageIV	None
DQ832673.1	LineageIV	None
DQ832672.1	LineageIV	None
DQ832671.1	LineageIV	None
DQ832670.1	LineageIV	None
DQ832669.1	LineageIV	None
DQ832668.1	LineageIV	None
DQ832667.1	LineageIV	None
KT833222.1	LineageIV	None
KT833221.1	LineageIV	None
KT833220.1	LineageIV	None
KT833219.1	LineageIV	None
KT833218.1	LineageIV	None
KT833217.1	LineageIV	None
KT833216.1	LineageIV	None
KT833215.1	LineageIV	None
KT833214.1	LineageIV	None
KT833213.1	LineageIV	None
KT833212.1	LineageIV	None
KT833211.1	LineageIV	None
KT833210.1	LineageIV	None
KT833209.1	LineageIV	None
KT833208.1	LineageIV	None
KT833207.1	LineageIV	None
KT833206.1	LineageIV	None
KT833205.1	LineageIV	None
KT833204.1	LineageIV	None
KT833203.1	LineageIV	None
KT833202.1	LineageIV	None
KT833201.1	LineageIV	None
KT833200.1	LineageIV	None
KT833199.1	LineageIV	None
KT833198.1	LineageIV	None
KT833197.1	LineageIV	None
KT833196.1	LineageIV	None
KT833195.1	LineageIV	None
KT833194.1	LineageIV	None
KT833193.1	LineageIV	None
KT833192.1	LineageIV	None
KT833191.1	LineageIV	None
KT833190.1	LineageIV	None
KT833189.1	LineageIV	None
KT833188.1	LineageIV	None
KT833187.1	LineageIV	None
KT833186.1	LineageIV	None
KT833185.1	LineageIV	None
KT833184.1	LineageIV	None
KT833183.1	LineageIV	None
KT833182.1	LineageIV	None
KT833181.1	LineageIV	None
KT833180.1	LineageIV	None
KT833179.1	LineageIV	None
KT833178.1	LineageIV	None
KT833177.1	LineageIV	None
KT833176.1	LineageIV	None
KT833175.1	LineageIV	None
KM406556.1	LineageIV	None
KM406555.1	LineageIV	None
KM406554.1	LineageIV	None
KM406553.1	LineageIV	None
KM406552.1	LineageIV	None
KM406551.1	LineageIV	None
KM406550.1	LineageIV	None
KM406549.1	LineageIV	None
KM406548.1	LineageIV	None
KM406547.1	LineageIV	None
KM406546.1	LineageIV	None
KM406545.1	LineageIV	None
KM406544.1	LineageIV	None
KM406543.1	LineageIV	None
KM406542.1	LineageIV	None
KM406541.1	LineageIV	None
KM406540.1	LineageIV	None
KM406539.1	LineageIV	None
KM406538.1	LineageIV	None
KM406537.1	LineageIV	None
KM406536.1	LineageIV	None
KM406535.1	LineageIV	None
KM406534.1	LineageIV	None
KM406533.1	LineageIV	None
KM406532.1	LineageIV	None
KM406531.1	LineageIV	None
KM406530.1	LineageIV	None
KM406529.1	LineageIV	None
KM406528.1	LineageIV	None
KM406527.1	LineageIV	None
KM406526.1	LineageIV	None
KM406525.1	LineageIV	None
KM406524.1	LineageIV	None
KM406523.1	LineageIV	None
KM406522.1	LineageIV	None
KM406521.1	LineageIV	None
KM406520.1	LineageIV	None
KM406519.1	LineageIV	None
KM406518.1	LineageIV	None
AF182271.1	LineageIV	None
AF182270.1	LineageIV	None
AF182269.1	LineageIV	None
AF182268.1	LineageIV	None
AF182267.1	LineageIV	None
AF182266.1	LineageIV	None
AF182265.1	LineageIV	None
AF182264.1	LineageIV	None
AF182263.1	LineageIV	None
AF182262.1	LineageIV	None
AF182261.1	LineageIV	None
AF182260.1	LineageIV	None
AF182259.1	LineageIV	None
AF182258.1	LineageIV	None
AF182257.1	LineageIV	None
AF182256.1	LineageIV	None
AF182255.1	LineageIV	None
AF182254.1	LineageIV	None
AF182253.1	LineageIV	None
AF182252.1	LineageIV	None
AF182251.1	LineageIV	None
AF182250.1	LineageIV	None
AF182249.1	LineageIV	None
AF182248.1	LineageIV	None
AF182247.1	LineageIV	None
AF182246.1	LineageIV	None
AF182245.1	LineageIV	None
AF182244.1	LineageIV	None
AF182243.1	LineageIV	None
AF182242.1	LineageIV	None
AF182241.1	LineageIV	None
AF182240.1	LineageIV	None
AF182239.1	LineageIV	None
AF182238.1	LineageIV	None
AF182237.1	LineageIV	None
AF182236.1	LineageIV	None
AF182235.1	LineageIV	None
AF182234.1	LineageIV	None
AF182233.1	LineageIV	None
M15076.1	LineageIV	None
AJ969406.1	LineageIV	None
AJ969404.1	LineageIV	None
PQ421571.1	LineageIV	SublineageI
PP826288.1	LineageIV	SublineageI
PP826286.1	LineageIV	SublineageI
OR113005.1	LineageIV	SublineageI
OR041677.1	LineageIV	SublineageI
OR041676.1	LineageIV	SublineageI
OQ919519.1	LineageIV	SublineageI
OQ919518.1	LineageIV	SublineageI
OQ919514.1	LineageIV	SublineageI
OL774857.1	LineageIV	SublineageI
MW004547.1	LineageIV	SublineageI
MN275173.1	LineageIV	SublineageI
MG812683.1	LineageIV	SublineageI
MG812647.1	LineageIV	SublineageI
MG812643.1	LineageIV	SublineageI
MG812639.1	LineageIV	SublineageI
KY425650.1	LineageIV	SublineageI
KY425643.1	LineageIV	SublineageI
KY425641.1	LineageIV	SublineageI
KY425638.1	LineageIV	SublineageI
KM821907.1	LineageIV	SublineageI
KM821906.1	LineageIV	SublineageI
KM821902.1	LineageIV	SublineageI
KM821900.1	LineageIV	SublineageI
KM821899.1	LineageIV	SublineageI
KM821897.1	LineageIV	SublineageI
KM821894.1	LineageIV	SublineageI
KM821890.1	LineageIV	SublineageI
KM821882.1	LineageIV	SublineageI
KM822124.1	LineageIV	SublineageI
KM822122.1	LineageIV	SublineageI
KM822120.1	LineageIV	SublineageI
KM822118.1	LineageIV	SublineageI
KM822113.1	LineageIV	SublineageI
KM822111.1	LineageIV	SublineageI
KM821878.1	LineageIV	SublineageI
KM821877.1	LineageIV	SublineageI
KM821876.1	LineageIV	SublineageI
KM821874.1	LineageIV	SublineageI
KM821863.1	LineageIV	SublineageI
KM821859.1	LineageIV	SublineageI
KM821854.1	LineageIV	SublineageI
KM821850.1	LineageIV	SublineageI
KM821848.1	LineageIV	SublineageI
KM821845.1	LineageIV	SublineageI
KM821843.1	LineageIV	SublineageI
KM821837.1	LineageIV	SublineageI
KM821830.1	LineageIV	SublineageI
KM821828.1	LineageIV	SublineageI
KM821826.1	LineageIV	SublineageI
KM821824.1	LineageIV	SublineageI
KM821820.1	LineageIV	SublineageI
KM821818.1	LineageIV	SublineageI
KM821814.1	LineageIV	SublineageI
KM821806.1	LineageIV	SublineageI
KM821804.1	LineageIV	SublineageI
KM821794.1	LineageIV	SublineageI
KM821792.1	LineageIV	SublineageI
KM821789.1	LineageIV	SublineageI
KM821787.1	LineageIV	SublineageI
KM821785.1	LineageIV	SublineageI
KM821779.1	LineageIV	SublineageI
KM821777.1	LineageIV	SublineageI
KM821775.1	LineageIV	SublineageI
KM821773.1	LineageIV	SublineageI
JN650517.1	LineageIV	SublineageI
HQ688673.1	LineageIV	SublineageI
HQ688672.1	LineageIV	SublineageI
J04324.1	LineageIV	SublineageI
AY179173.1	LineageIV	SublineageI
AY628203.1	LineageIV	SublineageI
OM791222.1	LineageIV	SublineageII
OM735972.1	LineageIV	SublineageII
OM735970.1	LineageIV	SublineageII
OR113004.1	LineageIV	SublineageII
OR041687.1	LineageIV	SublineageII
OR041686.1	LineageIV	SublineageII
OR041685.1	LineageIV	SublineageII
OR041684.1	LineageIV	SublineageII
OR041683.1	LineageIV	SublineageII
OR041682.1	LineageIV	SublineageII
OR041681.1	LineageIV	SublineageII
OR041680.1	LineageIV	SublineageII
OR041679.1	LineageIV	SublineageII
OR041678.1	LineageIV	SublineageII
OQ919520.1	LineageIV	SublineageII
OQ919517.1	LineageIV	SublineageII
OQ919516.1	LineageIV	SublineageII
OQ919515.1	LineageIV	SublineageII
OQ919513.1	LineageIV	SublineageII
OQ919512.1	LineageIV	SublineageII
OQ919511.1	LineageIV	SublineageII
OQ919510.1	LineageIV	SublineageII
KM821910.1	LineageIV	SublineageII
KM821895.1	LineageIV	SublineageII
KM821892.1	LineageIV	SublineageII
KM821889.1	LineageIV	SublineageII
KM821887.1	LineageIV	SublineageII
KM821886.1	LineageIV	SublineageII
KM821884.1	LineageIV	SublineageII
KM822132.1	LineageIV	SublineageII
KM822130.1	LineageIV	SublineageII
KM822126.1	LineageIV	SublineageII
KM822117.1	LineageIV	SublineageII
KM822115.1	LineageIV	SublineageII
KM821880.1	LineageIV	SublineageII
KM821867.1	LineageIV	SublineageII
KM821865.1	LineageIV	SublineageII
KM821857.1	LineageIV	SublineageII
KM821852.1	LineageIV	SublineageII
KM821841.1	LineageIV	SublineageII
KM821839.1	LineageIV	SublineageII
KM821832.1	LineageIV	SublineageII
KM821816.1	LineageIV	SublineageII
KM821815.1	LineageIV	SublineageII
KM821812.1	LineageIV	SublineageII
KM821810.1	LineageIV	SublineageII
KM821808.1	LineageIV	SublineageII
KM821796.1	LineageIV	SublineageII
KM821790.1	LineageIV	SublineageII
KM821783.1	LineageIV	SublineageII
KM821781.1	LineageIV	SublineageII
OM791232.1	LineageIV	SublineageIII
OM791230.1	LineageIV	SublineageIII
OM791228.1	LineageIV	SublineageIII
OM791226.1	LineageIV	SublineageIII
OM791220.1	LineageIV	SublineageIII
OM735990.1	LineageIV	SublineageIII
OM735988.1	LineageIV	SublineageIII
OM735986.1	LineageIV	SublineageIII
OM735984.1	LineageIV	SublineageIII
OM735982.1	LineageIV	SublineageIII
OM735980.1	LineageIV	SublineageIII
OM735978.1	LineageIV	SublineageIII
OM735976.1	LineageIV	SublineageIII
OM735974.1	LineageIV	SublineageIII
OM735968.1	LineageIV	SublineageIII
MW039391.1	LineageIV	SublineageIII
MW039390.1	LineageIV	SublineageIII
MW039389.1	LineageIV	SublineageIII
MW039388.1	LineageIV	SublineageIII
MT861994.1	LineageIV	SublineageIII
MG812685.1	LineageIV	SublineageIII
MG812631.1	LineageIV	SublineageIII
KU978807.1	LineageIV	SublineageIII
KT992421.1	LineageIV	SublineageIII
KT992420.1	LineageIV	SublineageIII
KT992419.1	LineageIV	SublineageIII
KT992418.1	LineageIV	SublineageIII
KT992417.1	LineageIV	SublineageIII
KT992416.1	LineageIV	SublineageIII
KM821909.1	LineageIV	SublineageIII
KM821904.1	LineageIV	SublineageIII
KM821885.1	LineageIV	SublineageIII
KM821872.1	LineageIV	SublineageIII
KM821871.1	LineageIV	SublineageIII
KM821869.1	LineageIV	SublineageIII
KM821861.1	LineageIV	SublineageIII
KM821856.1	LineageIV	SublineageIII
KM821847.1	LineageIV	SublineageIII
KM821835.1	LineageIV	SublineageIII
KM821833.1	LineageIV	SublineageIII
KM821822.1	LineageIV	SublineageIII
KM821802.1	LineageIV	SublineageIII
KM821800.1	LineageIV	SublineageIII
KM821798.1	LineageIV	SublineageIII
GU830839.1	LineageIV	SublineageIII
MH215285.1	LineageIV	SublineageIV
MG812648.1	LineageIV	SublineageIV
MG812645.1	LineageIV	SublineageIV
KU978810.1	LineageIV	SublineageIV
KY425642.1	LineageIV	SublineageIV
KY425635.1	LineageIV	SublineageIV
AY628205.1	LineageIV	SublineageIV
AY628201.1	LineageIV	SublineageIV
MH215289.1	LineageIV	SublineageV
MH215287.1	LineageIV	SublineageV
MH215283.1	LineageIV	SublineageV
MH215281.1	LineageIV	SublineageV
MH215279.1	LineageIV	SublineageV
MG812679.1	LineageIV	SublineageV
MG812677.1	LineageIV	SublineageV
MG812673.1	LineageIV	SublineageV
MG812670.1	LineageIV	SublineageV
MG812669.1	LineageIV	SublineageV
MG812667.1	LineageIV	SublineageV
MG812665.1	LineageIV	SublineageV
MG812663.1	LineageIV	SublineageV
MG812661.1	LineageIV	SublineageV
MG812658.1	LineageIV	SublineageV
MG812657.1	LineageIV	SublineageV
MG812655.1	LineageIV	SublineageV
MG812653.1	LineageIV	SublineageV
MG812650.1	LineageIV	SublineageV
MG812636.1	LineageIV	SublineageV
MG812632.1	LineageIV	SublineageV
OL774863.1	LineageV	None
MK656439.1	LineageV	None
MK656438.1	LineageV	None
MK656437.1	LineageV	None
MK656436.1	LineageV	None
MK656435.1	LineageV	None
MK656434.1	LineageV	None
MK656433.1	LineageV	None
MK656432.1	LineageV	None
MK656431.1	LineageV	None
MK656430.1	LineageV	None
MK656429.1	LineageV	None
MK656428.1	LineageV	None
MK656427.1	LineageV	None
MK656426.1	LineageV	None
MK656425.1	LineageV	None
MK656424.1	LineageV	None
MK656423.1	LineageV	None
MK656422.1	LineageV	None
MK656421.1	LineageV	None
MK656420.1	LineageV	None
MK656419.1	LineageV	None
MK656418.1	LineageV	None
MK656417.1	LineageV	None
MK656416.1	LineageV	None
MK656415.1	LineageV	None
MK656414.1	LineageV	None
FJ824031.1	LineageV	None
KF478769.1	LineageV	None
KF478768.1	LineageV	None
KF478767.1	LineageV	None
KF478766.1	LineageV	None
KF478765.1	LineageV	None
GU573552.1	LineageV	None
GU573551.1	LineageV	None
GU573550.1	LineageV	None
GU573549.1	LineageV	None
GU573548.1	LineageV	None
GU573547.1	LineageV	None
FR832711.1	LineageV	None
AF246121.2	LineageV	None
MT248264.1	LineageVI	None
MT248263.1	LineageVI	None
MT248262.1	LineageVI	None
MT193288.1	LineageVI	None
MT193287.1	LineageVI	None
MT193286.1	LineageVI	None
MT193285.1	LineageVI	None
MT193284.1	LineageVI	None
MT193282.1	LineageVI	None
MT193281.1	LineageVI	None
MT193280.1	LineageVI	None
MT193279.1	LineageVI	None
MT193278.1	LineageVI	None
MT193277.1	LineageVI	None
MH028401.1	LineageVI	None
MH028400.1	LineageVI	None
MH028399.1	LineageVI	None
MH028398.1	LineageVI	None
MH028397.1	LineageVI	None
MH028396.1	LineageVI	None
MF990889.1	LineageVI	None
MF990888.1	LineageVI	None
KU961971.1	LineageVI	None
JX845171.1	LineageVI	None
JX845169.1	LineageVI	None
MK107927.1	LineageVII	None
KT992439.1	LineageVII	None
KT992438.1	LineageVII	None
KT992437.1	LineageVII	None
KT992436.1	LineageVII	None
KT992425.1	LineageVII	None
